REQ_0015,,,,"A.The syntax of control flow commands is to be consistent across the system, whether accessing workstation software or IOC software. See Section 3.2.5 on page 3-6.",,,,,Elaboration,#parallel-REQ_0155#subordinate-REQ_0012#parallel-REQ_0016#parallel-REQ_0017#parallel-REQ_0018#parallel-REQ_0019#parallel-REQ_0020,,,,,,,,,,
REQ_0016,,,,"B.All subsystems must respond to a common set of commands to test operational status, inquiries as to version, perform self-tests, etc. These common commands are described in Section 5.3 on page 5-2. All IOC subsystems must respond to additional common commands for such activities as start, stop, initialize, reset parameters, etc. These IOC common commands are described in Section 5.3 on page 5-2.",,,,,Action,#subordinate-REQ_0012#parallel-REQ_0015#parallel-REQ_0017#parallel-REQ_0018#parallel-REQ_0019#parallel-REQ_0020,,,,,,,,,,
REQ_0017,,,,"C.The support structure for communicating commands must be reliable, with a uniform ACK/NAK protocol adopted across all systems. Timeouts must be supported at approximately 500 msec.",,,,,"Condition,Constraint",#subordinate-REQ_0012#parallel-REQ_0015#parallel-REQ_0016#parallel-REQ_0018#parallel-REQ_0019#parallel-REQ_0020,,,,,,,,,,
REQ_0018,,,,"D.Handshaking of commands between IOCs must occur within 100-200 msec, signaling acceptance of each command.",,,,,Constraint,#subordinate-REQ_0012#parallel-REQ_0015#parallel-REQ_0016#parallel-REQ_0017#parallel-REQ_0019#parallel-REQ_0020,,,,,,,,,,
REQ_0019,,,,"E.For commands allowing delayed replies, timeouts for that reply must also be supported.",,,,,Elaboration,#subordinate-REQ_0012#parallel-REQ_0015#parallel-REQ_0016#parallel-REQ_0017#parallel-REQ_0018#parallel-REQ_0020,,,,,,,,,,
REQ_0020,,,,"F.Peak control information within the system is expected to be 100 TPS. This assumes bridging between communication sections, to isolate traffic in relevant sections only.",,,,,"Constraint,Context",#subordinate-REQ_0012#parallel-REQ_0015#parallel-REQ_0016#parallel-REQ_0017#parallel-REQ_0018#parallel-REQ_0019,,,,,,,,,,
REQ_0021,,,2.9.2 Astronomical dats flow,,,,,,Context,#subordinate-REQ_0011,,,,,,,,,,
REQ_0022,,,,"The following requirements apply to the control and transfer of astronomical data in all forms (science, engineering, reference, etc.)",,,,,Elaboration,#subordinate-REQ_0021,,,,,,,,,,
REQ_0023,,,2.9.2.1 Requirements,,,,,,Context,#subordinate-REQ_0021,,,,,,,,,,
REQ_0024,,,,A.Data flow. Data from detectors must be stored in the most effective method permitted by available technology. Astronomical data is often detector readout limited so that disk access and data transfer times are not significant. Maximum acceptable readout time for detector data is very dependent on detector type and size as well as the intended application:,,,,,Context,#subordinate-REQ_0023#parallel-REQ_0027#parallel-REQ_0028#parallel-REQ_0029#parallel-REQ_0030#parallel-REQ_0031,,,,,,,,,,
REQ_0025,,,,,"1. For focusing and related activities, maximum acceptable detector readout time is about 0.1 sec, though only a portion of the detector may be read during that time.",,,,Constraint,#subordinate-REQ_0024#parallel-REQ_0026,,,,,,,,,,
REQ_0026,,,,,"2. For mosaicked, large optical detectors, a full readout of the detector must be done in about 2 or 3 minutes.",,,,Constraint,#subordinate-REQ_0024#parallel-REQ_0025,,,,,,,,,,
REQ_0027,,,,"B.Concurrent data access and display. Since the Gemini system supports monitoring of operation, there must be the capability of providing multiple, simultaneous access to data. Data transfer between the virtual telescope system and attached workstations therefore imposes significant transfer requirements on the LAN. The LAN must support a transfer rate of 20-40 Mbits/second.",,,,,"Context,Constraint",#subordinate-REQ_0023#parallel-REQ_0024#parallel-REQ_0028#parallel-REQ_0029#parallel-REQ_0030#parallel-REQ_0031,,,,,,,,,,
REQ_0028,,,,"C.Data acquisition format. Data is normally acquired as uncompressed data, but may be compressed using a loss-less compression technique for transmission from the Gemini system or across the system LAN. The goal of compression is to minimize bandwidth impact on the LAN and WAN and to save space on removable media.For data that requires preprocessing, such as infrared detector data, only the preprocessed data is stored.",,,,,"Context,Condition",#subordinate-REQ_0023#parallel-REQ_0024#parallel-REQ_0027#parallel-REQ_0029#parallel-REQ_0030#parallel-REQ_0031,,,,,,,,,,
REQ_0029,,,,"D.Storage of data. Data from all instruments and detectors is stored as compressed data, using a standard format. There is a first level of storage within IOCs, to secure data in the event of link failures. A second level of storage is on the Gemini system data disk(s), possibly also on removable media. Quick-look data quality assessment is done using this level. Archiving of data is automatically done while in observing and maintenance level operation to the Gemini Archive subsystem. Shipping of data to a central archive follows later.",,,,,"Constraint,Action,Context",#subordinate-REQ_0023#parallel-REQ_0024#parallel-REQ_0027#parallel-REQ_0028#parallel-REQ_0030#parallel-REQ_0031,,,,,,,,,,
REQ_0030,,,,E.Data transmission format. Data is transmitted between Gemini and home Institutes using a FITS format and contains all header information provided with the data.,,,,,Constraint,#subordinate-REQ_0023#parallel-REQ_0024#parallel-REQ_0027#parallel-REQ_0028#parallel-REQ_0029#parallel-REQ_0031,,,,,,,,,,
REQ_0031,,,,"F.System-wide data capacity. The data capacity of the system is limited by transfer methods and technology, as well as archiving capacity on site. The system data capacity is capable of retaining 7 days of data produced by the largest instrument, the last 3 days of which must be available interactively from hard disk or similar medium.",,,,,"Constraint,Context",#subordinate-REQ_0023#parallel-REQ_0024#parallel-REQ_0027#parallel-REQ_0028#parallel-REQ_0029#parallel-REQ_0030,,,,,,,,,,
REQ_0032,,,2.9.3 Video Information Flow,,,,,,Context,#subordinate-REQ_0011,,,,,,,,,,
REQ_0033,,,,"Video information originates from target acquisition, guiding, and site monitoring cameras. The requirements for transferring video data are:",,,,,Context,#subordinate-REQ_0032,,,,,,,,,,
REQ_0034,,,,,"A.The system must allow for fast transmission of rough images every 0.5 sec. This may be assisted through the use of data-loss compression techniques (e.g. JPEG, MPEG, etc).",,,,"Constraint,Elaboration",#subordinate-REQ_0032#parallel-REQ_0035,,,,,,,,,,
REQ_0035,,,,,"B.In addition, there is the need for transmission of images matching the original resolution.This high-quality transmission must require less than 20 sec, and can only be assisted with loss-less compression.",,,,"Constraint,Elaboration",#subordinate-REQ_0032#parallel-REQ_0034,,,,,,,,,,
REQ_0036,,"2.10 Operation Privileges, Protections, and Procedures",,,,,,,Context,#subordinate-REQ_0002,,,,,,,,,,
REQ_0037,,,"To preserve the integrity of the system, there must be a system of privileges established at each operating level of the system. These privileges should be determined in a simple manner during logging into the system.",,,,,,Context,#subordinate-REQ_0036,,,,,,,,,,
REQ_0038,,,Protection against accidental interference is to be implemented using an Access Mode Allocation system that dynamically identifies and assigns resources as needed. Critical resources (those that can support only a restricted number of simultaneous uses) are assigned solely through this allocation system. The allocation system must ensure that the system cannot remain deadlocked with respect to this resource allocation. ,,,,,,"Constraint,Action,Condition,Context",#subordinate-REQ_0036,,,,,,,,,,
REQ_0039,,,"Finally, procedures must be implemented for convenience and system integrity, to simplify and codify common tasks. The tasks that require such procedures include:",,,,,,Context,#subordinate-REQ_0036,,,,,,,,,,
REQ_0040,,,,•Telescope start-up and shutdown.,,,,,Elaboration,#subordinate-REQ_0039#parallel-REQ_0041#parallel-REQ_0042#parallel-REQ_0043#parallel-REQ_0044#parallel-REQ_0045#parallel-REQ_0046,,,,,,,,,,
REQ_0041,,,,•Telescope system self-testing.,,,,,Elaboration,#subordinate-REQ_0039#parallel-REQ_0040#parallel-REQ_0042#parallel-REQ_0043#parallel-REQ_0044#parallel-REQ_0045#parallel-REQ_0046,,,,,,,,,,
REQ_0042,,,,•Instrument start-up and shut-down. This is not permitted to interfere with telescope operation.,,,,,Elaboration,#subordinate-REQ_0039#parallel-REQ_0040#parallel-REQ_0041#parallel-REQ_0043#parallel-REQ_0044#parallel-REQ_0045#parallel-REQ_0046,,,,,,,,,,
REQ_0043,,,,•Instrument self-testing and self-diagnosis This is not permitted to interfere with telescope operation.,,,,,Elaboration,#subordinate-REQ_0039#parallel-REQ_0040#parallel-REQ_0041#parallel-REQ_0042#parallel-REQ_0044#parallel-REQ_0045#parallel-REQ_0046,,,,,,,,,,
REQ_0044,,,,•Configuration and reconfiguration.,,,,,Elaboration,#subordinate-REQ_0039#parallel-REQ_0040#parallel-REQ_0041#parallel-REQ_0042#parallel-REQ_0043#parallel-REQ_0045#parallel-REQ_0046,,,,,,,,,,
REQ_0045,,,,•Dynamic reconfiguration of observing configuration (beam switching without restarting instruments and telescope).,,,,,Elaboration,#subordinate-REQ_0039#parallel-REQ_0040#parallel-REQ_0041#parallel-REQ_0042#parallel-REQ_0043#parallel-REQ_0044#parallel-REQ_0046,,,,,,,,,,
REQ_0046,,,,•The control software should know what subsystems are installed and their status at all times.,,,,,Elaboration,#subordinate-REQ_0039#parallel-REQ_0040#parallel-REQ_0041#parallel-REQ_0042#parallel-REQ_0043#parallel-REQ_0044#parallel-REQ_0045,,,,,,,,,,
REQ_0047,,2.11 General Performance and Reliability,,,,,,,Context,#subordinate-REQ_0002,,,,,,,,,,
REQ_0048,,,2.11.1 Capacity,,,,,,Context,#subordinate-REQ_0047,,,,,,,,,,
REQ_0049,,,,"The Gemini software should have no hard restrictions on the number of simultaneous users, but should allow for policy decisions that do restrict the amount of simultaneous access.",,,,,Constraint,#subordinate-REQ_0048,,,,,,,,,,
REQ_0050,,,2.11.2 Response time,,,,,,Context,#subordinate-REQ_0047,,,,,,,,,,
REQ_0051,,,,The response time requirements vary with the function. The appropriate limits are:,,,,,Context,#subordinate-REQ_0050,,,,,,,,,,
REQ_0052,,,,,"A.Every command must be accepted/rejected within 2 sec and before the corresponding action occurs. (This is different than the ACK/NAK response of the communications protocol - here, the target system must have examined the command and verified its validity.",,,,"Constraint,Context",#subordinate-REQ_0050#parallel-REQ_0053#parallel-REQ_0054#parallel-REQ_0055,,,,,,,,,,
REQ_0053,,,,,"B.Status display update must be within 4 sec at the local stations (certain functions, such as telescope position, may have tighter constraints). Remote station update response is given in the Requirements for Remote Operations section.",,,,Constraint,#subordinate-REQ_0050#parallel-REQ_0052#parallel-REQ_0054#parallel-REQ_0055,,,,,,,,,,
REQ_0054,,,,,C.Requests of subsystems for status information must be answered within 5 sec and be possible in maintenance level operation.,,,,Constraint,#subordinate-REQ_0050#parallel-REQ_0052#parallel-REQ_0053#parallel-REQ_0055,,,,,,,,,,
REQ_0055,,,,,D.Requirements for response times within the user interfaces are given in the User Interface requirements section.,,,,Context,#subordinate-REQ_0050#parallel-REQ_0052#parallel-REQ_0053#parallel-REQ_0054#parallel-REQ_0162,,,,,,,,,,
REQ_0056,,,2.11.3 Availability,,,,,,Context,#subordinate-REQ_0047,,,,,,,,,,
REQ_0057,,,,All software bugs should be logged and then fixed as soon as possible after detection. The goal is to have restart conditions occur only on hardware failure.,,,,,"Action,Context",#subordinate-REQ_0056,,,,,,,,,,
REQ_0058,,,,"Fault recovery, exception handling, fail-safe checks, etc. should be used to improve reliability.",,,,,"Action,Context",#subordinate-REQ_0056,,,,,,,,,,
REQ_0059,,2.12 Test and checkout requirements,,,,,,,Context,#subordinate-REQ_0002,,,,,,,,,,"Five-Structure Composite Model, FSM Path-Based Representation, 
Test Requirement Matrix, xUnit Test Cases, Protocol State Machines, 
Decision Tables"
REQ_0060,,,The telescope and instrument software shall contain built-in test (BIT) facilities to verify Gemini 8m Telescopes system and Gemini 8m Telescopes software performances.,,,,,,"Condition,Context",#subordinate-REQ_0059,,,,,,,,,,
REQ_0061,,,"Every Gemini 8m Telescopes software module shall have corresponding test specifications to check normal operation of releases, to be used both for acceptance tests and as an on-line test procedure.",,,,,,"Condition,Context",#subordinate-REQ_0059,,,,,,,,,,
REQ_0062,,,The Gemini 8m Telescopes control software shall also provide for execution of self-test sequences of the Gemini 8m Telescopes system and subsystems. These shall automatically exercise all subsystems present in a given operational configuration.,,,,,,"Condition,Context",#subordinate-REQ_0059,,,,,,,,,,"FSM Path-Based Representation, The W Method, Protocol State Machines, 
Message Sequence Charts, Petri Nets, Interface Automata"
REQ_0063,,,Regression tests should be a part of every Gemini 8m Telescopes software package.,,,,,,Condition,#subordinate-REQ_0059,,,,,,,,,,"Test Requirement Matrix, xUnit Test Cases, Feature Vectors & Distributions, 
Classification-Tree Method, FSM Path-Based Representation, 
Consumer-Driven Contract"
REQ_0064,,2.13 Contingencies,,,,,,,Context,#subordinate-REQ_0002,,,,,,,,,,"Test Requirement Matrix, Decision Tables, FSM Path-Based Representation, 
Protocol State Machines, Cause-Effect Graph, Use-Cases & User Stories"
REQ_0065,,,2.13.1 fault notification,,,,,,Context,#subordinate-REQ_0064,,,,,,,,,,"Decision Tables, Classification-Tree Method, Cause-Effect Graph, xUnit Test 
Cases, Test Requirement Matrix, Feature Vectors & Distributions"
REQ_0066,,,,"Subsystems must notify the user when faults occur. This notification must be specific as to origin and problem. The notification must also be capable of being electronically logged. It may also prove useful to have multiple levels of fault notification such as detailed, verbose, short, etc. to aid in tracking down problems.",,,,,"Action,Condition,Context",#subordinate-REQ_0065,,,,,,,,,,"Decision Tables, Classification-Tree Method, Cause-Effect Graph, xUnit 
Test Cases, Test Requirement Matrix, Feature Vectors & Distributions"
REQ_0067,,,2.13.2 fault tolerance,,,,,,Context,#subordinate-REQ_0064,,,,,,,,,,"FSM Path-Based Representation, Decision Tables, Use-Cases & 
User Stories, Protocol State Machines, Test Requirement Matrix, 
Cause-Effect Graph"
REQ_0068,,,,"Should a subsystem fail (e.g. one detector, one instrument) predefined procedures must exist to redefine the environment in such a way that operation can restart with the remaining equipment.",,,,,"Condition,Consequence",#subordinate-REQ_0067#parallel-REQ_0069#parallel-REQ_0070,,,,,,,,,,"FSM Path-Based Representation, Protocol State Machines, Decision Tables, 
Cause-Effect Graph, Use-Cases & User Stories, Test Requirement Matrix"
REQ_0069,,,,"In case of computer hardware failure concerning the user station equipment, it shall be possible to transfer control from one user station to another via a simple software reconfiguration procedure.",,,,,"Condition,Consequence,Constraint",#subordinate-REQ_0067#parallel-REQ_0068#parallel-REQ_0070,,,,,,,,,,"Finite State Machines/Statecharts, Use-Cases & User Stories, xUnit Test 
Cases, Protocol State Machines, Sequence Diagrams, Test Requirement Matrix"
REQ_0070,,,,"In the case of IOC failure, no transfer of control to another IOC will be possible, due to the local connections and interfaces to the control electronics. In this case there shall be a procedure to replace faulty cards and/or assemblies. If it is possible to observe with that particular IOC in a failed state (in general, this is limited to IOCs that are associated with individual scientific instruments) then it must be possible to reconfigure the system to do so.",,,,,"Condition,Consequence,Context",#subordinate-REQ_0067#parallel-REQ_0068#parallel-REQ_0069,,,,,,,,,,"Decision Tables, Classification-Tree Method, Cause-Effect Graph, 
FSM Path-Based Representation, Use-Cases & User Stories, Test Requirement Matrix"
REQ_0071,,,2.13.3 Redundancy,,,,,,Context,#subordinate-REQ_0064,,,,,,,,,,"Protocol State Machines, Transition Systems (S,T,I), Interface Automata, 
Decision Tables, Petri Nets, Test Requirement Matrix"
REQ_0072,,,,Full redundancy is not a requirement of the Gemini 8m Telescopes and it will be acceptable to have to replace units in case of failure.,,,,,Condition,#subordinate-REQ_0071#parallel-REQ_0073#parallel-REQ_0074#parallel-REQ_0075,,,,,,,,,,"Decision Tables, Use-Cases & User Stories, Test Requirement Matrix, Cause
-Effect Graph, Classification-Tree Method, Finite State Machines/Statecharts"
REQ_0073,,,,"There are subsystems which are relatively inexpensive to support as redundant systems, such as telescope control computers. For each area where redundancy is decided to be cost effective, procedures for switching to the backup system will be established. There is no requirement for automatic switching to the backup system.",,,,,"Context,Condition,Consequence,Constraint",#subordinate-REQ_0071#parallel-REQ_0072#parallel-REQ_0074#parallel-REQ_0075,,,,,,,,,,"Use-Cases & User Stories, Decision Tables, FSM Path-Based Representation, 
Protocol State Machines, Sequence Diagrams, Test Requirement Matrix "
REQ_0074,,,,"All communication shall be based on the use of standard communication protocols, where retry procedures are applied (a form of software redundancy) as part of the protocol.",,,,,Constraint,#subordinate-REQ_0071#parallel-REQ_0072#parallel-REQ_0073#parallel-REQ_0075,,,,,,,,,,"Protocol State Machines, Interface Automata, Sequence Diagrams, Message 
Sequence Charts, Temporal Logic (LTL), Transition Systems (S,T,I)"
REQ_0075,,,,Certain network concepts may be preferable as they offer intrinsic redundancy (e.g. double loops) and re-routing possibilities in case of node failures (single point failure protection).,,,,,Context,#subordinate-REQ_0071#parallel-REQ_0072#parallel-REQ_0073#parallel-REQ_0074,,,,,,,,,,"Petri Nets, Transition Systems (S,T,I), Interface Automata, Cause-Effect Graph, 
FSM Path-Based Representation, Temporal Logic (LTL)"
REQ_0076,,2.14 Constraints,,,,,,,Context,#subordinate-REQ_0002,,,,,,,,,,
REQ_0077,,,The Gemini system software is designed under the following constraints.,,,,,,Context,#subordinate-REQ_0076,,,,,,,,,,
REQ_0078,,,2.14.1 User constraints,,,,,,Context,#subordinate-REQ_0076,,,,,,,,,,"Use-Cases & User Stories, Decision Tables, Classification-Tree Method, Cause-
Effect Graph, GUI Event Graphs, Test Requirement Matrix"
REQ_0079,,,,"A.There should be no restrictions imposed by the software on users. Only policy decisions (permissions, access privileges, etc.) should prevent any user from accessing any part of the Gemini system from any local or remote station.",,,,,Constraint,#subordinate-REQ_0078#parallel-REQ_0080,,,,,,,,,,"Use-Cases & User Stories, Decision Tables, Classification-Tree Method, Cause
-Effect Graph, Goal-Oriented (KAOS/i*), Test Requirement Matrix "
REQ_0080,,,,"B.Similar functionality should be presented to the users using similar user interfaces. However, user interfaces should clearly reflect access modes and operating levels.",,,,,"Condtion,Constraint",#subordinate-REQ_0078#parallel-REQ_0079,,,,,,,,,,"GUI Event Graphs, Use-Cases & User Stories, Classification-Tree Method, 
Decision Tables, UML Testing Profile (UTP), Feature Vectors & Distributions"
REQ_0081,,,2.14.2 Hardware constraints,,,,,,Context,#subordinate-REQ_0076,,,,,,,,,,
REQ_0082,,,,Hardware constraints are covered in the individual chapters the Software Design Description.,,,,,Context,#subordinate-REQ_0081,~-out of scope reference,,,,,,,,,
REQ_0083,,,2.14.3 Software constraints,,,,,,Context,#subordinate-REQ_0076,,,,,,,,,,"Test Requirement Matrix, Use-Cases & User Stories, Consumer-Driven Contract, xUnit Test Cases,
 Decision Tables, Object Construction Graphs"
REQ_0084,,,,There are a number of general constraints placed on the Gemini Software. These are:,,,,,Context,#subordinate-REQ_0083,,,,,,,,,,
REQ_0085,,,,,"A.Commercial packages, off-the-shelf public domain software, and standards are to be used whenever feasible.",,,,Constraint,#subordinate-REQ_0083#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0094#parallel-REQ_0095,,,,,,,,,,"Test Requirement Matrix, Use-Cases & User Stories, Consumer-Driven Contract, Decision
Tables, Domain-Specific DSLs, Object Construction Graphs"
REQ_0086,,,,,B.Existing external software will be integrated with the Gemini software. The interfaces involved in this integration are considered part of the Gemini software system.,,,,"Action,Context",#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0094#parallel-REQ_0095,,,,,,,,,,"Consumer-Driven Contract, Interface Automata, Protocol State Machines, Object Construction 
Graphs, Sequence Diagrams, Test Requirement Matrix"
REQ_0087,,,,,C.All Gemini software is to be developed using standard methodologies and development environments. One of the goals of Gemini software is that all components be easily (preferably automatically) combined into an integrated system.,,,,"Constraint,Context",#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0094#parallel-REQ_0095,,,,,,,,,,"Object Construction Graphs, Consumer-Driven Contract, Domain-Specific DSLs, Use-Cases & 
User Stories, xUnit Test Cases, Test Requirement Matrix"
REQ_0088,,,,,D.Gemini software developers should maintain accurate change logs showing software modifications as they are applied to the system software.,,,,Action,#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0094#parallel-REQ_0095,,,,,,,,,,"Use-Cases & User Stories, Natural Language -> DSL, Decision Tables, xUnit Test Cases, 
Financial/Rule Tables, Test Requirement Matrix"
REQ_0089,,,,,E.Gemini software developers should adhere to a standard method for the reporting and recording of errors from both internal and external sources.,,,,Constraint,#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0094#parallel-REQ_0095,,,,,,,,,,"Cause-Effect Graph, Decision Tables, xUnit Test Cases, Natural Language -> DSL, Use-Cases &
 User Stories, Test Requirement Matrix"
REQ_0090,,,,,"F.Gemini software should be developed in evolutionary fashion, using the CVS version control system.",,,,Constraint,#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0094#parallel-REQ_0095,,,,,,,,,,"Use-Cases & User Stories, Object Construction Graphs, Decision Tables, xUnit Test Cases, 
Consumer-Driven Contract, Test Requirement Matrix"
REQ_0091,,,,,"G.All Gemini subsystem packages should include as part of the software both a simulator module for inclusion in the virtual telescope (see Design constraints, below), and user interface modules for the user interface environments that the subsystem will be operating in. The interfaces required of these user interface modules are described in Section 3.3 on page 3-6.",,,,"Constraint,Context",#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0094#parallel-REQ_0095#parallel-REQ_0161,,,,,,,,,,"Object Construction Graphs, Interface Automata, Consumer-Driven Contract, Protocol State 
Machines, Use-Cases & User Stories, Test Requirement Matrix"
REQ_0092,,,,,"H.All Gemini software is to be fully documented, internally with appropriate comments, and external documentation. External documentation must include Unix-style man pages.",,,,"Action,Constraint",#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0093#parallel-REQ_0094#parallel-REQ_0095,,,,,,,,,,"Test Requirement Matrix, Use-Cases & User Stories, Decision Tables, xUnit Test Cases, Natural 
Language -> DSL, Classification-Tree Method"
REQ_0093,,,,,I.All Gemini subsystem packages must provide modules for the testing and diagnosis of the subsystem.,,,,Constraint,#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0094#parallel-REQ_0095,,,,,,,,,,"xUnit Test Cases, Decision Tables, Classification-Tree Method, FSM Path-Based Representation,
 Cause-Effect Graph, Test Requirement Matrix"
REQ_0094,,,,,J.All instrumentation control software must provide full access to all instrument functionality. It is likely that different user interface modules (see above) would present different portions of this functionality to the user. The information required of each interface module is found in the Functional Requirements specifications for each instrument.,,,,Constraint,#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0095,,,,,,,,,,"Use-Cases & User Stories, GUI Event Graphs, Classification-Tree Method, Feature Vectors & 
Distributions, Decision Tables, Test Requirement Matrix"
REQ_0095,,,,,"K.All Gemini software must be version labeled, both in source and binary form. The version information is to be retrievable from executing software via control commands.",,,,Action,#subordinate-REQ_0083#parallel-REQ_0085#parallel-REQ_0086#parallel-REQ_0087#parallel-REQ_0088#parallel-REQ_0089#parallel-REQ_0090#parallel-REQ_0091#parallel-REQ_0092#parallel-REQ_0093#parallel-REQ_0094,,,,,,,,,,"xUnit Test Cases, Protocol State Machines, Natural Language -> DSL, Sequence Diagrams, 
Decision Tables, Test Requirement Matrix"
REQ_0096,,,2.14.4 Design constraints,,,,,,Context,#subordinate-REQ_0076,,,,,,,,,,"Interface Automata, Protocol State Machines, Consumer-Driven Contract, Test Requirement Matrix, 
Cause-Effect Graph, Finite State Machines/Statecharts"
REQ_0097,,,,"A.There are different requirements for software running on different layers. For example, strict real-time control is restricted to the IOC layer.",,,,,Context,#subordinate-REQ_0096,,,,,,,,,,"Finite State Machines/Statecharts, Temporal Logic (LTL), Protocol State Machines,
 Transition Systems (S,T,I), Classification-Tree Method, Test Requirement Matrix"
REQ_0098,,,,"B.Also, the use of a virtual-telescope model in the Gemini system means that the integrated system can be tested and developed independently of the target hardware. This is useful not only in the use of the telescope simulator during science planning, but in maintenance and testing as well. Therefore all hardware subsystems must provide a software simulation module (as stated earlier) that responds in reasonable fashion to commands directed at that hardware. This simulation may require a standard environment, such as VxWorks, EPICS, and VME crate/cpu, but it cannot require any hardware specific to the application.",,,,,Constraint,#subordinate-REQ_0096,,,,,,,,,,"Interface Automata, Protocol State Machines, Consumer-Driven Contract, xUnit Test Cases, 
Object Construction Graphs, Test Requirement Matrix"
REQ_0099,,,,"C.Gemini subsystem should be as self-contained and autonomous as possible, thereby decreasing the functional width of the interface to the rest of the Gemini system.",,,,,Constraint,#subordinate-REQ_0096,,,,,,,,,,"Interface Automata, Consumer-Driven Contract, Cause-Effect Graph, Classification-Tree Method, 
Use-Cases & User Stories, Test Requirement Matrix"
REQ_0100,,,,D.No subsystem package should make any assumptions about the surrounding environment beyond that provided in the interface specifications.,,,,,Constraint,#subordinate-REQ_0096,,,,,,,,,,"Interface Automata, Consumer-Driven Contract, Symbolic Path Conditions, Decision Tables, 
Cause-Effect Graph, Test Requirement Matrix"
REQ_0101,3 General Requirements,,,,,,,,Context,NONE,,,,,,,,,,
